,Tokens Jac.,Tokens (stop-words) Jac.,Tokens Dice,Tokens (stop-words) Dice,Lemmas Jac.,Lemmas (stop-words) Jac.,Lemmas (Spacy) Jac.,Lemmas Dice,Lemmas (stop-words) Dice,Lemmas (Spacy) Dice,Stemming Jac.,Stemming Dice,Coref. Tokens Jac.,Coref. Tokens Dice,Coref. Lemmas Jac.,Coref. Lemmas Dice,Unigrams Jac.,Bigrams Jac.,Trigrams Jac.,Fourgrams Jac.,Unigrams (stop-words) Jac.,Bigrams (stop-words) Jac.,Trigrams (stop-words) Jac.,Fourgrams (stop-words) Jac.,Unigrams Dice,Bigrams Dice,Trigrams Dice,Fourgrams Dice,Unigrams (stop-words) Dice,Bigrams (stop-words) Dice,Trigrams (stop-words) Dice,Fourgrams (stop-words) Dice,Char Bigrams Jac.,Char Trigrams Jac.,Char Fourgrams Jac.,Char Bigrams (stop-words) Jac.,Char Trigrams (stop-words) Jac.,Char Fourgrams (stop-words) Jac.,Char Bigrams Dice,Char Trigrams Dice,Char Fourgrams Dice,Char Bigrams (stop-words) Dice,Char Trigrams (stop-words) Dice,Char Fourgrams (stop-words) Dice,Overlap Unigram,Overlap Bigrams,Overlap Trigrams,Overlap Unigrams (stop-words),Overlap Bigrams (stop-words),Overlap Trigrams (stop-words),Longest Common Subsequence,Longest Common Subsequence (stop-words),Longest Common Substring,Longest Common Substring (stop-words),Levenshtein Distance,Vector Space Sentence
10,0.46875,0.4782608695652174,0.36170212765957444,0.3529411764705882,0.46875,0.4782608695652174,0.5,0.36170212765957444,0.3529411764705882,0.33333333333333337,0.4782608695652174,0.3529411764705882,0.4782608695652174,0.3529411764705882,0.4782608695652174,0.3529411764705882,0.46875,0.2093023255813954,0.08695652173913049,0.04347826086956519,0.4782608695652174,0.10344827586206895,0.03448275862068961,0.0,0.36170212765957444,0.6538461538461539,0.84,0.9166666666666666,0.3529411764705882,0.8125,0.9333333333333333,1.0,0.5975609756097561,0.46341463414634143,0.4516129032258065,0.6164383561643836,0.4933333333333333,0.4666666666666667,0.25190839694656486,0.3666666666666667,0.37777777777777777,0.23728813559322037,0.3392857142857143,0.36363636363636365,0.36170212765957455,0.6538461538461539,0.84,0.3529411764705882,0.8125,0.9333333333333333,0.6086956521739131,0.5882352941176471,0.17272727272727273,0.0967741935483871,0.43410852713178294,0.5477225575051661
11,0.7692307692307692,0.6666666666666667,0.13043478260869568,0.19999999999999996,0.9166666666666666,0.875,0.8888888888888888,0.04347826086956519,0.06666666666666665,0.05882352941176472,0.875,0.06666666666666665,0.6666666666666667,0.19999999999999996,0.6666666666666667,0.06666666666666665,0.7692307692307692,0.4545454545454546,0.3529411764705882,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.30000000000000004,0.26315789473684215,0.13043478260869568,0.375,0.4782608695652174,0.5,0.19999999999999996,0.5,0.5384615384615384,0.5833333333333333,0.8735632183908046,0.8021978021978022,0.7564102564102564,0.8536585365853658,0.7931034482758621,0.7532467532467533,0.06748466257668717,0.1097560975609756,0.13868613138686137,0.07894736842105265,0.11538461538461542,0.14074074074074072,0.13043478260869557,0.375,0.4782608695652174,0.19999999999999996,0.5,0.5384615384615385,0.9090909090909091,0.7857142857142857,0.2204724409448819,0.3047619047619048,0.11392405063291139,0.9128709291752769
12,0.6086956521739131,0.6,0.2432432432432432,0.25,0.6818181818181819,0.7142857142857143,0.6470588235294117,0.18918918918918914,0.16666666666666663,0.2142857142857143,0.7142857142857143,0.16666666666666663,0.6,0.25,0.6,0.16666666666666663,0.6086956521739131,0.5357142857142857,0.4137931034482759,0.3928571428571429,0.6,0.375,0.33333333333333337,0.2857142857142857,0.2432432432432432,0.3023255813953488,0.41463414634146345,0.4358974358974359,0.25,0.4545454545454546,0.5,0.5555555555555556,0.791044776119403,0.7580645161290323,0.7446808510638299,0.8035714285714286,0.7454545454545455,0.7333333333333334,0.1166666666666667,0.13761467889908252,0.14634146341463417,0.1089108910891089,0.14583333333333337,0.15384615384615385,0.2432432432432433,0.3023255813953487,0.41463414634146345,0.2500000000000001,0.4545454545454546,0.5,0.4444444444444444,0.7272727272727273,0.1702127659574468,0.1891891891891892,0.7155963302752294,0.857142857142857
13,0.7916666666666666,0.8,0.11627906976744184,0.11111111111111116,0.8695652173913043,0.8,0.7619047619047619,0.06976744186046513,0.11111111111111116,0.1351351351351351,0.8,0.11111111111111116,0.8,0.11111111111111116,0.8,0.11111111111111116,0.7916666666666666,0.38235294117647056,0.125,0.07499999999999996,0.8,0.38888888888888884,0.21052631578947367,0.10526315789473684,0.11627906976744184,0.44680851063829785,0.7777777777777778,0.8604651162790697,0.11111111111111116,0.43999999999999995,0.6521739130434783,0.8095238095238095,0.9452054794520548,0.935064935064935,0.9180327868852459,0.9523809523809523,0.9264705882352942,0.9107142857142857,0.028169014084507005,0.03355704697986572,0.042735042735042694,0.024390243902439046,0.03816793893129766,0.04672897196261683,0.11627906976744196,0.44680851063829785,0.7777777777777778,0.11111111111111116,0.43999999999999995,0.6521739130434783,0.8571428571428571,0.8461538461538461,0.2413793103448276,0.4666666666666667,0.18705035971223022,1.0
14,0.3846153846153846,0.33333333333333337,0.4444444444444444,0.5,0.8,1.0,1.0,0.11111111111111116,0.0,0.0,1.0,0.0,0.33333333333333337,0.5,0.33333333333333337,0.0,0.3846153846153846,0.23076923076923073,0.16666666666666663,0.09090909090909094,0.33333333333333337,0.25,0.1428571428571429,0.0,0.4444444444444444,0.625,0.7142857142857143,0.8333333333333334,0.5,0.6,0.75,1.0,0.8372093023255813,0.8048780487804879,0.7941176470588236,0.8918918918918919,0.8378378378378378,0.8125,0.08860759493670889,0.10810810810810811,0.11475409836065575,0.05714285714285716,0.08823529411764708,0.10344827586206895,0.4444444444444444,0.625,0.7142857142857143,0.5,0.6,0.75,0.5,0.3333333333333333,0.18867924528301888,0.21739130434782608,0.417910447761194,0.0
15,0.5238095238095238,0.46153846153846156,0.3125,0.368421052631579,0.5789473684210527,0.5,0.6,0.2666666666666667,0.33333333333333337,0.25,0.5,0.33333333333333337,0.46153846153846156,0.368421052631579,0.46153846153846156,0.33333333333333337,0.5238095238095238,0.33333333333333337,0.30434782608695654,0.2727272727272727,0.46153846153846156,0.3076923076923077,0.25,0.18181818181818177,0.3125,0.5,0.5333333333333333,0.5714285714285714,0.368421052631579,0.5294117647058824,0.6,0.6923076923076923,0.546875,0.42622950819672134,0.36363636363636365,0.5272727272727273,0.41509433962264153,0.38095238095238093,0.29292929292929293,0.4022988505747126,0.4666666666666667,0.30952380952380953,0.41333333333333333,0.4482758620689655,0.3125,0.5,0.5333333333333333,0.368421052631579,0.5294117647058824,0.6,0.625,0.6666666666666666,0.11842105263157894,0.44642857142857145,0.3522727272727273,0.8660254037844387
16,0.5384615384615384,0.5,0.30000000000000004,0.33333333333333337,0.6666666666666667,0.5,0.6,0.19999999999999996,0.33333333333333337,0.25,0.5,0.33333333333333337,0.5,0.33333333333333337,0.5,0.33333333333333337,0.5384615384615384,0.1875,0.0,0.0,0.5,0.0,0.0,0.0,0.30000000000000004,0.6842105263157895,1.0,1.0,0.33333333333333337,1.0,1.0,1.0,0.5111111111111111,0.45945945945945943,0.43999999999999995,0.45945945945945943,0.43333333333333335,0.40909090909090906,0.32352941176470584,0.37037037037037035,0.38888888888888884,0.37037037037037035,0.39534883720930236,0.4193548387096774,0.30000000000000004,0.6842105263157894,1.0,0.33333333333333337,1.0,1.0,0.7777777777777778,0.8,0.35,0.4230769230769231,0.43103448275862066,0.6666666666666667
17,0.2857142857142857,0.19999999999999996,0.5555555555555556,0.6666666666666667,0.2857142857142857,0.19999999999999996,0.25,0.5555555555555556,0.6666666666666667,0.6,0.19999999999999996,0.6666666666666667,0.19999999999999996,0.6666666666666667,0.19999999999999996,0.6666666666666667,0.2857142857142857,0.21739130434782605,0.13043478260869568,0.09090909090909094,0.19999999999999996,0.06666666666666665,0.0,0.0,0.5555555555555556,0.6428571428571428,0.7692307692307692,0.8333333333333334,0.6666666666666667,0.875,1.0,1.0,0.452054794520548,0.34523809523809523,0.295774647887324,0.4444444444444444,0.32432432432432434,0.29230769230769227,0.37735849056603776,0.48672566371681414,0.5434782608695652,0.3846153846153846,0.5102040816326531,0.5476190476190477,0.5555555555555556,0.6428571428571428,0.7692307692307692,0.6666666666666667,0.875,1.0,0.38461538461538464,0.3333333333333333,0.175,0.21875,0.6176470588235294,0.22360679774997896
18,0.38888888888888884,0.4285714285714286,0.43999999999999995,0.4,0.47058823529411764,0.4285714285714286,0.5,0.36,0.4,0.33333333333333337,0.4285714285714286,0.4,0.4285714285714286,0.4,0.4285714285714286,0.4,0.38888888888888884,0.21052631578947367,0.10526315789473684,0.0,0.4285714285714286,0.1428571428571429,0.0,0.0,0.43999999999999995,0.6521739130434783,0.8095238095238095,1.0,0.4,0.75,1.0,1.0,0.5185185185185186,0.37037037037037035,0.3846153846153846,0.4871794871794872,0.42105263157894735,0.4193548387096774,0.31707317073170727,0.45945945945945943,0.4444444444444444,0.3448275862068966,0.40740740740740744,0.40909090909090906,0.43999999999999995,0.6521739130434783,0.8095238095238095,0.3999999999999999,0.75,1.0,0.6363636363636364,0.75,0.3389830508474576,0.46875,0.5675675675675675,0.40824829046386296
19,0.6842105263157895,0.6666666666666667,0.1875,0.19999999999999996,0.6842105263157895,0.6666666666666667,0.7142857142857143,0.1875,0.19999999999999996,0.16666666666666663,0.6666666666666667,0.19999999999999996,0.6666666666666667,0.19999999999999996,0.6666666666666667,0.19999999999999996,0.6842105263157895,0.40909090909090906,0.31818181818181823,0.2272727272727273,0.6666666666666667,0.3846153846153846,0.23076923076923073,0.16666666666666663,0.1875,0.4193548387096774,0.5172413793103448,0.6296296296296297,0.19999999999999996,0.4444444444444444,0.625,0.7142857142857143,0.7959183673469388,0.7333333333333334,0.71875,0.7380952380952381,0.7105263157894737,0.7,0.11363636363636365,0.15384615384615385,0.1636363636363637,0.15068493150684936,0.16923076923076918,0.17647058823529416,0.1875,0.4193548387096775,0.5172413793103448,0.19999999999999996,0.4444444444444444,0.625,0.7333333333333333,0.7,0.4583333333333333,0.46153846153846156,0.38961038961038963,0.8660254037844387
20,0.5,0.3846153846153846,0.33333333333333337,0.4444444444444444,0.5,0.3846153846153846,0.4,0.33333333333333337,0.4444444444444444,0.4285714285714286,0.5,0.33333333333333337,0.3846153846153846,0.4444444444444444,0.3846153846153846,0.4444444444444444,0.5,0.25,0.12,0.08333333333333337,0.3846153846153846,0.23076923076923073,0.07692307692307687,0.0,0.33333333333333337,0.6,0.7857142857142857,0.8461538461538461,0.4444444444444444,0.625,0.8571428571428572,1.0,0.6351351351351351,0.6029411764705883,0.5818181818181818,0.5737704918032787,0.5689655172413793,0.56,0.22314049586776863,0.24770642201834858,0.26436781609195403,0.27083333333333337,0.27472527472527475,0.28205128205128205,0.33333333333333337,0.6,0.7857142857142857,0.4444444444444444,0.625,0.8571428571428572,0.6428571428571429,0.4444444444444444,0.2441860465116279,0.27692307692307694,0.6336633663366337,0.4082482904638631
21,0.3157894736842105,0.23076923076923073,0.52,0.625,0.3157894736842105,0.23076923076923073,0.25,0.52,0.625,0.6,0.23076923076923073,0.625,0.23076923076923073,0.625,0.23076923076923073,0.625,0.3157894736842105,0.1428571428571429,0.04761904761904767,0.0,0.23076923076923073,0.07692307692307687,0.0,0.0,0.52,0.75,0.9090909090909091,1.0,0.625,0.8571428571428572,1.0,1.0,0.37735849056603776,0.38095238095238093,0.40740740740740744,0.31818181818181823,0.3421052631578947,0.3846153846153846,0.452054794520548,0.4482758620689655,0.42105263157894735,0.5172413793103448,0.4901960784313726,0.4444444444444444,0.5199999999999999,0.75,0.9090909090909091,0.625,0.8571428571428572,1.0,0.4166666666666667,0.2857142857142857,0.24528301886792453,0.2564102564102564,0.6875,0.0
22,0.2941176470588235,0.2727272727272727,0.5454545454545454,0.5714285714285714,0.2941176470588235,0.2727272727272727,0.2857142857142857,0.5454545454545454,0.5714285714285714,0.5555555555555556,0.2727272727272727,0.5714285714285714,0.2727272727272727,0.5714285714285714,0.2727272727272727,0.5714285714285714,0.2941176470588235,0.09523809523809523,0.050000000000000044,0.0,0.2727272727272727,0.09090909090909094,0.0,0.0,0.5454545454545454,0.8260869565217391,0.9047619047619048,1.0,0.5714285714285714,0.8333333333333334,1.0,1.0,0.42307692307692313,0.3125,0.2857142857142857,0.42553191489361697,0.3111111111111111,0.2857142857142857,0.4054054054054054,0.5238095238095238,0.5555555555555556,0.4029850746268657,0.5254237288135593,0.5555555555555556,0.5454545454545454,0.8260869565217391,0.9047619047619048,0.5714285714285714,0.8333333333333334,1.0,0.45454545454545453,0.42857142857142855,0.1346153846153846,0.16279069767441862,0.7049180327868853,0.4472135954999579
23,0.25,0.16666666666666663,0.6,0.7142857142857143,0.30434782608695654,0.16666666666666663,0.23809523809523814,0.5333333333333333,0.7142857142857143,0.6153846153846154,0.16666666666666663,0.7142857142857143,0.16666666666666663,0.7142857142857143,0.16666666666666663,0.7142857142857143,0.25,0.07692307692307687,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.6,0.8571428571428572,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,0.296875,0.22413793103448276,0.2142857142857143,0.2542372881355932,0.2142857142857143,0.2142857142857143,0.5421686746987953,0.6338028169014085,0.6470588235294117,0.5945945945945945,0.6470588235294117,0.6470588235294117,0.6,0.8571428571428572,1.0,0.7142857142857143,1.0,1.0,0.42857142857142855,0.3333333333333333,0.19402985074626866,0.1896551724137931,0.7228915662650602,0.7071067811865475
24,0.23529411764705888,0.30000000000000004,0.6190476190476191,0.5384615384615384,0.3125,0.30000000000000004,0.36363636363636365,0.5238095238095238,0.5384615384615384,0.4666666666666667,0.30000000000000004,0.5384615384615384,0.30000000000000004,0.5384615384615384,0.30000000000000004,0.5384615384615384,0.23529411764705888,0.05555555555555558,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.6190476190476191,0.8947368421052632,1.0,1.0,0.5384615384615384,1.0,1.0,1.0,0.375,0.23076923076923073,0.23684210526315785,0.35416666666666663,0.2727272727272727,0.2571428571428571,0.4545454545454546,0.625,0.6170212765957447,0.4769230769230769,0.5714285714285714,0.5909090909090908,0.6190476190476191,0.8947368421052632,1.0,0.5384615384615385,1.0,1.0,0.4444444444444444,0.5,0.175,0.25806451612903225,0.5571428571428572,0.7071067811865475
25,0.7083333333333333,0.6923076923076923,0.1707317073170732,0.18181818181818177,0.7272727272727273,0.6923076923076923,0.6875,0.1578947368421053,0.18181818181818177,0.18518518518518523,0.6923076923076923,0.18181818181818177,0.6923076923076923,0.18181818181818177,0.6923076923076923,0.18181818181818177,0.7083333333333333,0.6785714285714286,0.6071428571428572,0.5357142857142857,0.6923076923076923,0.5384615384615384,0.3846153846153846,0.23076923076923073,0.1707317073170732,0.19148936170212771,0.24444444444444446,0.3023255813953488,0.18181818181818177,0.30000000000000004,0.4444444444444444,0.625,0.8260869565217391,0.8142857142857143,0.7966101694915254,0.8461538461538461,0.8518518518518519,0.8297872340425532,0.09523809523809523,0.10236220472440949,0.1132075471698113,0.08333333333333337,0.07999999999999996,0.09302325581395354,0.17073170731707332,0.19148936170212771,0.24444444444444458,0.18181818181818188,0.30000000000000004,0.4444444444444444,0.5555555555555556,0.9,0.23076923076923078,0.3698630136986301,0.6821705426356589,0.5999999999999999
26,0.4642857142857143,0.38888888888888884,0.36585365853658536,0.43999999999999995,0.4642857142857143,0.38888888888888884,0.38095238095238093,0.36585365853658536,0.43999999999999995,0.4482758620689655,0.38888888888888884,0.43999999999999995,0.38888888888888884,0.43999999999999995,0.38888888888888884,0.43999999999999995,0.4642857142857143,0.25,0.1875,0.125,0.38888888888888884,0.21052631578947367,0.10526315789473684,0.05555555555555558,0.36585365853658536,0.6,0.6842105263157895,0.7777777777777778,0.43999999999999995,0.6521739130434783,0.8095238095238095,0.8947368421052632,0.6222222222222222,0.48039215686274506,0.4337349397590361,0.6025641025641026,0.4666666666666667,0.430379746835443,0.23287671232876717,0.3509933774834437,0.39495798319327735,0.248,0.36363636363636365,0.3982300884955752,0.36585365853658547,0.6,0.6842105263157895,0.43999999999999995,0.6521739130434783,0.8095238095238095,0.35294117647058826,0.7,0.13829787234042554,0.19444444444444445,0.7289156626506024,0.3651483716701107
27,0.40909090909090906,0.33333333333333337,0.4193548387096774,0.5,0.40909090909090906,0.33333333333333337,0.25,0.4193548387096774,0.5,0.6,0.33333333333333337,0.5,0.33333333333333337,0.5,0.33333333333333337,0.5,0.40909090909090906,0.20833333333333337,0.125,0.08695652173913049,0.33333333333333337,0.125,0.0,0.0,0.4193548387096774,0.6551724137931034,0.7777777777777778,0.84,0.5,0.7777777777777778,1.0,1.0,0.5641025641025641,0.4651162790697675,0.4246575342465754,0.5555555555555556,0.45783132530120485,0.4305555555555556,0.2786885245901639,0.3650793650793651,0.40384615384615385,0.2857142857142857,0.371900826446281,0.3980582524271845,0.4193548387096775,0.6551724137931034,0.7777777777777778,0.5,0.7777777777777778,1.0,0.5,0.5,0.2553191489361702,0.2625,0.509090909090909,0.6123724356957946
