,Lesk Jac.,Lesk Dice,Triplet Parser Jac.,Triplet Parser Dice.,Triplet Parser Overlap,Leacock-Chodorow,Path,Wu-Palmer,Lin,WAWO,WWO,Vector Space Sentence IC
17,0.2142857142857143,0.6470588235294117,0.07692307692307687,0.8571428571428572,0.8571428571428572,1.0,1.0,0.8,1.0,0.3244603053881706,0.0,0.0
18,0.4285714285714286,0.4,0.21052631578947367,0.6521739130434783,0.6521739130434783,1.0,1.0,0.6666666666666666,1.0,0.5502645502645503,0.683134807143717,0.7331193341157812
19,0.7,0.17647058823529416,0.24,0.6129032258064516,0.6129032258064515,1.0,1.0,1.0,1.0,0.869158878504673,1.0,1.0
20,0.4,0.4285714285714286,0.30434782608695654,0.5333333333333333,0.5333333333333333,1.0,1.0,0.7916666666666666,1.0,0.5061689669594311,0.34833570667769054,0.41922761643467304
21,0.25,0.6,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.15714285714285717,0.0,0.0
22,0.30000000000000004,0.5384615384615384,0.1578947368421053,0.7272727272727273,0.7272727272727273,1.0,1.0,1.0,1.0,0.5106088224571638,0.3824016578360903,0.3074428397575289
23,0.30000000000000004,0.5384615384615384,0.07692307692307687,0.8571428571428572,0.8571428571428572,1.0,1.0,0.5,1.0,0.6875,1.0,1.0
24,0.25,0.6,0.11764705882352944,0.7894736842105263,0.7894736842105263,1.0,1.0,1.0,1.0,0.6779661016949152,0.6703546513317101,0.7129659214439829
25,0.6666666666666667,0.19999999999999996,0.6206896551724138,0.23404255319148937,0.23404255319148937,1.0,1.0,0.8,1.0,0.8471910112359551,0.7990598855954755,0.8299158965510047
26,0.4,0.4285714285714286,0.21212121212121215,0.65,0.6499999999999999,1.0,1.0,0.6,1.0,0.5477386934673368,0.552722710246388,0.5429136575617236
27,0.25,0.6,0.16666666666666663,0.7142857142857143,0.7142857142857143,1.0,1.0,0.875,1.0,0.7013295346628681,0.5269194321487093,0.5752202017789856
28,0.7142857142857143,0.16666666666666663,0.4666666666666667,0.36363636363636365,0.36363636363636365,1.0,1.0,0.68,1.0,0.8208121827411168,0.6787110381158582,0.6902804001194126
29,0.47058823529411764,0.36,0.31034482758620685,0.5263157894736843,0.5263157894736843,1.0,1.0,0.5740740740740741,1.0,0.7329735286558725,0.8691805787665782,0.9181152503991024
30,0.5454545454545454,0.2941176470588235,0.25,0.6,0.6,1.0,1.0,1.0,1.0,0.416036655211913,0.4228641526683343,0.45987119176392854
31,0.25,0.6,0.1333333333333333,0.7647058823529411,0.7647058823529411,1.0,1.0,0.8333333333333334,1.0,0.6597374179431073,0.3848773041546561,0.3588012326355963
32,0.16666666666666663,0.7142857142857143,0.12,0.7857142857142857,0.7857142857142857,1.0,1.0,0.3333333333333333,1.0,0.21773555027711794,0.0,0.0
33,0.7142857142857143,0.16666666666666663,0.2666666666666667,0.5789473684210527,0.5789473684210527,1.0,1.0,0.7,1.0,0.9756097560975611,0.7958103192228455,0.8094300383591739
34,0.5,0.33333333333333337,0.2068965517241379,0.6571428571428571,0.6571428571428573,1.0,1.0,0.375,1.0,0.9090909090909091,0.6666666666666666,1.0
35,0.30000000000000004,0.5384615384615384,0.125,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0,1.0,0.1,0.0,0.0
36,0.23076923076923073,0.625,0.0714285714285714,0.8666666666666667,0.8666666666666667,1.0,1.0,0.64,1.0,0.5533333333333333,0.12074847877285576,0.03521529120173316
37,0.41666666666666663,0.4117647058823529,0.15000000000000002,0.7391304347826086,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.7142857142857143,0.16666666666666663,0.4375,0.3913043478260869,0.3913043478260869,1.0,1.0,0.5,1.0,0.920353982300885,1.0,1.0
39,0.2727272727272727,0.5714285714285714,0.1428571428571429,0.75,0.75,1.0,1.0,0.44,1.0,0.5324657296546937,0.15695999950503406,0.058778503896555416
40,0.6,0.25,0.19047619047619047,0.6799999999999999,0.6799999999999999,1.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.0
41,0.33333333333333337,0.5,0.17391304347826086,0.7037037037037037,0.7037037037037037,1.0,1.0,0.0,1.0,0.26666666666666666,0.0,0.0
42,0.33333333333333337,0.5,0.17948717948717952,0.6956521739130435,0.6956521739130435,1.0,1.0,0.6333333333333333,1.0,0.4925373134328359,0.2354814104142877,0.22714011843705972
43,0.5,0.33333333333333337,0.15384615384615385,0.7333333333333334,0.7333333333333334,1.0,1.0,1.0,1.0,0.5534654386454555,0.339989099165807,0.26779886209698467
44,0.5555555555555556,0.2857142857142857,0.25,0.6,0.6,1.0,1.0,0.6666666666666666,1.0,0.48408239700374533,0.0,0.0
45,0.33333333333333337,0.5,0.06060606060606055,0.8857142857142857,0.8857142857142857,1.0,1.0,0.8888888888888888,1.0,0.5576729938736567,0.49555801627426965,0.5227754451628681
46,0.6153846153846154,0.23809523809523814,0.6666666666666667,0.19999999999999996,0.19999999999999996,1.0,1.0,0.5428571428571428,1.0,0.8588957055214723,0.9013632862486766,0.9160927270111541
47,0.33333333333333337,0.5,0.2962962962962963,0.5428571428571429,0.5428571428571429,1.0,1.0,0.75,1.0,0.4448598130841121,0.43113627728224213,0.4700295056408679
48,0.6923076923076923,0.18181818181818177,0.4347826086956522,0.3939393939393939,0.3939393939393939,1.0,1.0,0.6666666666666666,1.0,0.8219178082191779,0.0,0.0
49,0.4375,0.3913043478260869,0.37142857142857144,0.45833333333333337,0.45833333333333337,1.0,1.0,0.7551020408163265,1.0,0.7626065597457015,0.6054950406278617,0.5432433039255029
50,0.5833333333333333,0.26315789473684215,0.17391304347826086,0.7037037037037037,0.7037037037037037,1.0,1.0,0.5555555555555556,1.0,0.736842105263158,0.0,0.0
51,0.8888888888888888,0.05882352941176472,0.5769230769230769,0.2682926829268293,0.2682926829268293,1.0,1.0,1.0,1.0,1.0,0.8218047042396314,0.9999999999999999
52,0.6666666666666667,0.19999999999999996,0.6538461538461539,0.2093023255813954,0.20930232558139528,1.0,1.0,0.7428571428571429,1.0,0.8635464733025708,0.8925062230249575,0.901396353240075
53,0.2857142857142857,0.5555555555555556,0.06896551724137934,0.8709677419354839,0.8709677419354839,1.0,1.0,0.4666666666666667,1.0,0.7937293729372937,0.7682247329487725,0.7608926853604087
54,0.33333333333333337,0.5,0.032258064516129004,0.9375,0.9375,1.0,1.0,1.0,1.0,0.1668848167539267,0.0,0.0
55,0.2857142857142857,0.5555555555555556,0.2222222222222222,0.6363636363636364,0.6363636363636364,1.0,1.0,0.6944444444444444,1.0,0.5730014792537714,0.4470873927252251,0.46581942670029547
56,0.375,0.4545454545454546,0.2068965517241379,0.6571428571428571,0.6571428571428571,1.0,1.0,1.0,1.0,0.6160714285714286,0.6760543644587997,0.6905528962071725
57,0.33333333333333337,0.5,0.15000000000000002,0.7391304347826086,0.7391304347826086,1.0,1.0,0.6190476190476191,1.0,0.7084812623274164,0.5100480886028069,0.6196705173189793
58,0.368421052631579,0.46153846153846156,0.21621621621621623,0.6444444444444444,0.6444444444444444,1.0,1.0,0.625,1.0,0.5839103198153645,0.0,0.0
59,0.33333333333333337,0.5,0.16666666666666663,0.7142857142857143,0.7142857142857143,1.0,1.0,0.1875,1.0,0.35033738191632924,0.0,0.0
60,0.44999999999999996,0.3793103448275862,0.2564102564102564,0.5918367346938775,0.5918367346938775,1.0,1.0,0.65,1.0,0.559964381895578,0.3422359528088601,0.34985255529850273
61,0.38888888888888884,0.43999999999999995,0.25806451612903225,0.5897435897435898,0.5897435897435898,1.0,1.0,0.8888888888888888,1.0,0.7630210296223713,0.6799120247528317,0.7199981651825443
62,0.44999999999999996,0.3793103448275862,0.4838709677419355,0.34782608695652173,0.34782608695652173,1.0,1.0,0.65625,1.0,0.753240997229917,0.6980425011026119,0.7382582192029398
63,0.2727272727272727,0.5714285714285714,0.038461538461538436,0.9259259259259259,0.9259259259259259,1.0,1.0,0.75,1.0,0.5781780751415336,0.6202529985862656,0.6563363657384731
64,0.2142857142857143,0.6470588235294117,0.0357142857142857,0.9310344827586207,0.9310344827586207,1.0,1.0,0.7777777777777778,1.0,0.7142857142857143,0.5111612988782508,0.5221749486716875
65,1.0,0.0,0.736842105263158,0.1515151515151515,0.15151515151515138,1.0,1.0,0.6,1.0,0.9127516778523491,0.8639622688118916,0.9176658933156596
66,0.4666666666666667,0.36363636363636365,0.3214285714285714,0.5135135135135135,0.5135135135135135,1.0,1.0,1.0,1.0,0.6245519273262952,0.7234184649175069,0.7130107557686891
67,0.5,0.33333333333333337,0.2666666666666667,0.5789473684210527,0.5789473684210527,1.0,1.0,0.5,1.0,0.6896551724137931,1.0,1.0
68,0.47058823529411764,0.36,0.4137931034482759,0.41463414634146345,0.41463414634146334,1.0,1.0,0.30303030303030304,1.0,0.7729499536209448,0.3395140235957711,0.3443606703077494
69,0.4444444444444444,0.3846153846153846,0.32352941176470584,0.5111111111111111,0.5111111111111111,1.0,1.0,0.6,1.0,0.659608323133415,0.7244523108409477,0.7222879436620783
70,0.9090909090909091,0.04761904761904767,0.303030303030303,0.5348837209302326,0.5348837209302326,1.0,1.0,0.5,1.0,0.6666666666666666,0.0,0.0
71,0.3846153846153846,0.4444444444444444,0.25,0.6,0.6,1.0,1.0,0.5952380952380952,1.0,0.8292779426310584,0.8873135555295955,0.9186560601887666
72,0.33333333333333337,0.5,0.24390243902439024,0.607843137254902,0.6078431372549019,1.0,1.0,0.6333333333333333,1.0,0.352469786455632,0.0,0.0
73,0.375,0.4545454545454546,0.13043478260869568,0.7692307692307692,0.7692307692307692,1.0,1.0,0.75,1.0,0.6583184257602861,0.694778281506962,0.7512288542379464
74,0.33333333333333337,0.5,0.09090909090909094,0.8333333333333334,0.8333333333333334,1.0,1.0,0.75,1.0,0.6748582230623819,0.5137220166444948,0.5274233727153163
75,0.8333333333333334,0.09090909090909094,0.42105263157894735,0.40740740740740744,0.40740740740740744,1.0,1.0,0.84,1.0,1.0,0.9999999999999999,1.0
76,0.7142857142857143,0.16666666666666663,0.5862068965517242,0.26086956521739135,0.26086956521739135,1.0,1.0,0.85,1.0,0.8996960486322189,0.8527883334282597,0.8808734140845087
77,0.5,0.33333333333333337,0.2857142857142857,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.4285714285714286,0.4,0.08333333333333337,0.8461538461538461,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.3846153846153846,0.4444444444444444,0.28,0.5625,0.5625,1.0,1.0,0.6,1.0,0.5456483571607725,0.6308377578743072,0.5939023770761763
80,0.6470588235294117,0.2142857142857143,0.4117647058823529,0.41666666666666663,0.41666666666666674,1.0,1.0,0.4897959183673469,1.0,0.8896321070234113,0.8458174013768747,0.8472898289763348
81,0.47058823529411764,0.36,0.40625,0.4222222222222223,0.4222222222222223,1.0,1.0,0.7,1.0,0.6229785179821385,0.5440813955377581,0.5817972185949107
82,0.33333333333333337,0.5,0.2142857142857143,0.6470588235294117,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.4,0.4285714285714286,0.2222222222222222,0.6363636363636364,0.6363636363636364,1.0,1.0,1.0,1.0,0.5555555555555556,0.5390727321703729,0.5773965274668597
84,0.75,0.1428571428571429,0.5909090909090908,0.2571428571428571,0.25714285714285723,1.0,1.0,0.6666666666666666,1.0,0.9356725146198831,1.0000000000000002,1.0000000000000002
85,0.4285714285714286,0.4,0.14814814814814814,0.7419354838709677,0.7419354838709677,1.0,1.0,0.8095238095238095,1.0,0.6231617647058822,0.0,0.0
86,0.6666666666666667,0.19999999999999996,0.15000000000000002,0.7391304347826086,0.7391304347826086,1.0,1.0,0.75,1.0,1.0,1.0,1.0
87,0.41666666666666663,0.4117647058823529,0.2727272727272727,0.5714285714285714,0.5714285714285714,1.0,1.0,0.5,1.0,0.21064814814814814,0.0,0.0
88,0.4736842105263158,0.3571428571428571,0.21052631578947367,0.6521739130434783,0.6521739130434783,1.0,1.0,0.65,1.0,0.7022907647907647,0.7809249361033036,0.7944711490677615
89,0.36363636363636365,0.4666666666666667,0.1923076923076923,0.6774193548387097,0.6774193548387096,1.0,1.0,0.35714285714285715,1.0,0.7486526212640862,0.4002521738206183,0.4988471330745229
90,0.5333333333333333,0.30434782608695654,0.33333333333333337,0.5,0.5,1.0,1.0,0.8125,1.0,1.0,1.0,1.0000000000000002
91,0.5,0.33333333333333337,0.2195121951219512,0.64,0.64,1.0,1.0,0.5375,1.0,0.637372169958728,0.5442072199800678,0.6104590318506239
92,0.4444444444444444,0.3846153846153846,0.13636363636363635,0.76,0.76,1.0,1.0,0.6666666666666666,1.0,0.8172043010752688,1.0,1.0000000000000002
93,0.5416666666666667,0.29729729729729726,0.275,0.5686274509803921,0.5686274509803921,1.0,1.0,0.3333333333333333,1.0,0.825147347740668,0.8556888504091612,0.9069829999129843
94,0.33333333333333337,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6896816263904871,0.7022594256192898,0.7280331407830863
95,0.33333333333333337,0.5,0.40909090909090906,0.4193548387096774,0.4193548387096775,1.0,1.0,0.0,1.0,0.2469135802469136,0.0,0.0
96,0.375,0.4545454545454546,0.19999999999999996,0.6666666666666667,0.6666666666666667,1.0,1.0,0.0,1.0,0.11016949152542373,0.0,0.0
97,0.3846153846153846,0.4444444444444444,0.30000000000000004,0.5384615384615384,0.5384615384615385,1.0,1.0,0.7857142857142857,1.0,0.7695099818511796,0.6697209187631754,0.7463504772666659
98,0.4545454545454546,0.375,0.2272727272727273,0.6296296296296297,0.6296296296296297,1.0,1.0,1.0,1.0,0.7000000000000001,0.866161392962914,0.9163437838163397
99,0.5333333333333333,0.30434782608695654,0.4117647058823529,0.41666666666666663,0.41666666666666674,1.0,1.0,0.5306122448979592,1.0,0.7810353319335356,0.49290401585332344,0.3222748236820367
100,0.2222222222222222,0.6363636363636364,0.05882352941176472,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,1.0,0.525679758308157,0.5021442666342489,0.5803702346637194
101,0.17647058823529416,0.7,0.02631578947368418,0.9487179487179487,0.9487179487179487,1.0,1.0,0.6666666666666666,1.0,0.39377442769402565,0.2646780535772438,0.1773556213260633
102,0.4285714285714286,0.4,0.26315789473684215,0.5833333333333333,0.5833333333333333,1.0,1.0,0.5,1.0,0.6046249294980259,0.8324310135092067,0.8690888465243712
103,0.4,0.4285714285714286,0.16666666666666663,0.7142857142857143,0.7142857142857143,1.0,0.9722222222222222,0.8055555555555556,1.0,0.3843294677371394,0.24076850249956125,0.2670377238264795
104,0.7,0.17647058823529416,0.5833333333333333,0.26315789473684215,0.26315789473684215,1.0,0.953125,0.75,1.0,0.8333333333333334,1.0,1.0
105,0.6153846153846154,0.23809523809523814,0.24,0.6129032258064516,0.6129032258064515,1.0,1.0,1.0,1.0,0.3742711370262391,0.3058650590180208,0.25755566494948456
106,0.3076923076923077,0.5294117647058824,0.0625,0.8823529411764706,0.8823529411764706,1.0,1.0,0.5,1.0,0.22916666666666666,0.0,0.0
107,0.18181818181818177,0.6923076923076923,0.24,0.6129032258064516,0.6129032258064515,1.0,1.0,0.5833333333333334,1.0,0.6420072426280393,0.5125392417268297,0.5248679411483311
108,0.2941176470588235,0.5454545454545454,0.08333333333333337,0.8461538461538461,0.8461538461538461,1.0,1.0,0.75,1.0,0.481060606060606,0.45309224099398954,0.4942528651557122
109,0.5714285714285714,0.2727272727272727,0.40625,0.4222222222222223,0.4222222222222223,1.0,1.0,0.6326530612244898,1.0,0.9347826086956522,0.6784221908691341,0.7524340840703729
110,0.75,0.1428571428571429,0.36111111111111116,0.4693877551020408,0.4693877551020408,1.0,1.0,0.8,1.0,0.722144260454673,0.6313626661570281,0.6006025718485926
111,0.5,0.33333333333333337,0.23076923076923073,0.625,0.625,1.0,1.0,1.0,1.0,0.5648604269293924,0.5770900831331554,0.5591238711211586
112,0.33333333333333337,0.5,0.045454545454545414,0.9130434782608696,0.9130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.33333333333333337,0.5,0.19047619047619047,0.6799999999999999,0.6799999999999999,1.0,1.0,1.0,1.0,0.6875,0.6577980684677939,0.6929540303658355
114,0.40909090909090906,0.4193548387096774,0.15384615384615385,0.7333333333333334,0.7333333333333334,1.0,0.9888888888888887,0.5555555555555556,1.0,0.6393013493723031,0.638467501947789,0.665413947813219
115,0.5714285714285714,0.2727272727272727,0.3125,0.5238095238095238,0.5238095238095238,1.0,1.0,0.6,1.0,0.7249042145593869,0.8462401227800611,0.8687268787027868
116,0.5384615384615384,0.30000000000000004,0.4,0.4285714285714286,0.4285714285714286,1.0,1.0,0.8,1.0,0.7598566308243727,0.6962581661875206,0.7080730032122957
117,0.4545454545454546,0.375,0.16000000000000003,0.7241379310344828,0.7241379310344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.2857142857142857,0.5555555555555556,0.16666666666666663,0.7142857142857143,0.7142857142857143,1.0,1.0,0.6666666666666666,1.0,0.22065911163214796,0.0,0.0
119,0.5,0.33333333333333337,0.06666666666666665,0.875,0.875,1.0,1.0,0.75,1.0,1.0,1.0,1.0
120,0.23076923076923073,0.625,0.11538461538461542,0.7931034482758621,0.7931034482758621,1.0,1.0,1.0,1.0,0.5427631578947368,0.4234698870797628,0.3510628382907477
121,0.6666666666666667,0.19999999999999996,0.47619047619047616,0.3548387096774194,0.3548387096774194,1.0,1.0,0.6666666666666666,1.0,0.8155339805825241,0.6559725024769868,0.6900312889306306
122,0.25,0.6,0.050000000000000044,0.9047619047619048,0.9047619047619048,1.0,1.0,0.5,1.0,0.5,1.0,1.0
123,0.4285714285714286,0.4,0.07692307692307687,0.8571428571428572,0.8571428571428572,1.0,1.0,1.0,1.0,0.5294117647058824,1.0,1.0
124,0.3846153846153846,0.4444444444444444,0.24,0.6129032258064516,0.6129032258064516,1.0,1.0,1.0,1.0,0.14227642276422764,0.0,0.0
125,0.25,0.6,0.11111111111111116,0.8,0.8,1.0,1.0,0.65,1.0,0.5394140409065782,0.3995492096961859,0.458102858286595
126,0.5,0.33333333333333337,0.3666666666666667,0.46341463414634143,0.46341463414634143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.5555555555555556,0.2857142857142857,0.19047619047619047,0.6799999999999999,0.6799999999999999,1.0,1.0,1.0,1.0,0.8741721854304637,0.9021386041061495,0.9391518653987825
128,0.6,0.25,0.4285714285714286,0.4,0.4,1.0,1.0,0.7638888888888888,1.0,0.7734154659491864,0.7172938902010831,0.7115060489087501
129,0.18181818181818177,0.6923076923076923,0.07999999999999996,0.8518518518518519,0.8518518518518519,1.0,1.0,1.0,1.0,0.3689655604414878,0.34922614303119415,0.3977785494811794
130,0.5882352941176471,0.2592592592592593,0.3529411764705882,0.4782608695652174,0.4782608695652174,1.0,1.0,0.75,1.0,0.6853146853146853,0.7191019157357558,0.678297534827603
131,0.6666666666666667,0.19999999999999996,0.1923076923076923,0.6774193548387097,0.6774193548387096,1.0,1.0,0.5,1.0,0.9356725146198831,1.0,0.9999999999999999
132,0.47058823529411764,0.36,0.05555555555555558,0.8947368421052632,0.8947368421052632,1.0,1.0,0.6122448979591837,1.0,0.680910792264504,0.41573773777794304,0.3959503677116084
133,0.8888888888888888,0.05882352941176472,0.6666666666666667,0.19999999999999996,0.19999999999999996,1.0,1.0,0.84,1.0,1.0,1.0,1.0
134,0.2941176470588235,0.5454545454545454,0.08823529411764708,0.8378378378378378,0.8378378378378378,1.0,1.0,0.5714285714285714,1.0,0.7831223628691985,0.5960487941097382,0.6222131781945648
135,0.375,0.4545454545454546,0.125,0.7777777777777778,0.7777777777777778,1.0,1.0,0.75,1.0,0.6799116997792495,0.8797147047883696,0.933729023420604
136,0.3846153846153846,0.4444444444444444,0.1071428571428571,0.8064516129032258,0.8064516129032258,1.0,1.0,0.8,1.0,0.4035487959442332,0.4335870335106652,0.5374682772867794
137,0.3846153846153846,0.4444444444444444,0.2692307692307693,0.5757575757575757,0.5757575757575757,1.0,1.0,0.75,1.0,0.8156862745098038,0.6456178677881004,0.6728816183825703
138,0.6,0.25,0.4347826086956522,0.3939393939393939,0.3939393939393939,1.0,1.0,0.625,1.0,0.78125,0.45979999272550254,0.42145726768370784
139,0.7,0.17647058823529416,0.4137931034482759,0.41463414634146345,0.41463414634146345,1.0,1.0,0.8571428571428571,1.0,0.9318541996830428,0.6823138505708467,0.79305742137409
140,0.3571428571428571,0.4736842105263158,0.06896551724137934,0.8709677419354839,0.8709677419354839,1.0,1.0,0.8571428571428571,1.0,0.27176105085300045,0.1771859885882306,0.14724375579952426
141,0.30000000000000004,0.5384615384615384,0.09523809523809523,0.8260869565217391,0.8260869565217391,1.0,1.0,1.0,1.0,0.5522682445759367,0.6353884911471654,0.73431156427245
142,0.34782608695652173,0.4838709677419355,0.19047619047619047,0.6799999999999999,0.6799999999999999,1.0,1.0,0.7380952380952381,1.0,0.698922991171764,0.6968829470855491,0.7200692743658804
143,0.7777777777777778,0.125,0.26315789473684215,0.5833333333333333,0.5833333333333333,1.0,1.0,0.5625,1.0,0.7645937224992667,0.5500374180147335,0.6064071002370539
144,0.2941176470588235,0.5454545454545454,0.33333333333333337,0.5,0.5,1.0,1.0,0.691358024691358,1.0,0.6578439366185647,0.5429417994133265,0.5413393913964857
145,0.23076923076923073,0.625,0.13793103448275867,0.7575757575757576,0.7575757575757576,1.0,1.0,0.8,1.0,0.6032280701754386,0.6574833998375216,0.7526841164634964
146,0.6,0.25,0.275,0.5686274509803921,0.5686274509803921,1.0,1.0,0.9226190476190477,1.0,0.9067433273029168,0.7380764861423619,0.9089064634055753
147,0.5,0.33333333333333337,0.17142857142857137,0.7073170731707317,0.7073170731707317,1.0,1.0,1.0,1.0,0.1111111111111111,0.0,0.0
148,0.7272727272727273,0.1578947368421053,0.3913043478260869,0.4375,0.4375,1.0,1.0,0.5357142857142857,1.0,0.9120521172638436,0.8755776612256141,1.0000000000000002
149,0.5,0.33333333333333337,0.3076923076923077,0.5294117647058824,0.5294117647058824,1.0,1.0,0.84,1.0,0.8582524271844659,0.8013491107875513,0.846548603317008
150,0.7777777777777778,0.125,0.4285714285714286,0.4,0.3999999999999999,1.0,1.0,0.8611111111111112,1.0,0.8638799571275454,0.8803130129334067,0.9189189257490478
151,0.6875,0.18518518518518523,0.22857142857142854,0.627906976744186,0.627906976744186,1.0,1.0,0.6785714285714286,1.0,0.7730337078651686,0.3677517630062266,0.4115870181374298
152,0.75,0.1428571428571429,0.5161290322580645,0.3191489361702128,0.3191489361702128,1.0,1.0,0.65,1.0,0.920353982300885,1.0,0.9999999999999999
153,0.8888888888888888,0.05882352941176472,0.72,0.16279069767441856,0.16279069767441856,1.0,1.0,0.5714285714285714,1.0,0.9294797687861271,0.8550974183831329,0.8679757867861779
154,0.5384615384615384,0.30000000000000004,0.19354838709677424,0.6756756756756757,0.6756756756756757,1.0,1.0,1.0,1.0,0.6362889983579639,0.5232352781730415,0.5560200849458141
155,0.2666666666666667,0.5789473684210527,0.16000000000000003,0.7241379310344828,0.7241379310344828,1.0,1.0,1.0,1.0,0.1,0.0,0.0
156,0.2222222222222222,0.6363636363636364,0.25,0.6,0.6,1.0,1.0,0.2,1.0,0.06863905325443788,0.0,0.0
157,0.4444444444444444,0.3846153846153846,0.3846153846153846,0.4444444444444444,0.4444444444444444,1.0,1.0,0.6666666666666666,1.0,0.8172043010752688,0.6829889721254034,0.7328908599535235
158,0.4666666666666667,0.36363636363636365,0.1724137931034483,0.7058823529411764,0.7058823529411764,1.0,1.0,0.8,1.0,0.3482118605703938,0.43331214106128135,0.5498240212577551
159,0.19999999999999996,0.6666666666666667,0.09090909090909094,0.8333333333333334,0.8333333333333334,1.0,1.0,0.75,1.0,0.6131535947712419,0.8022227201314854,0.8208257228200418
160,0.6,0.25,0.5294117647058824,0.3076923076923077,0.3076923076923077,1.0,1.0,0.625,1.0,0.7087378640776699,0.5729730333877481,0.5571237259673537
161,0.47058823529411764,0.36,0.2571428571428571,0.5909090909090908,0.5909090909090909,1.0,1.0,0.75,1.0,0.37769992104669525,0.31214164920162457,0.28523176768820646
162,0.36363636363636365,0.4666666666666667,0.18181818181818177,0.6923076923076923,0.6923076923076923,1.0,1.0,0.5,1.0,0.2564102564102564,0.0,0.0
163,0.5,0.33333333333333337,0.4482758620689655,0.38095238095238093,0.38095238095238093,1.0,1.0,0.5925925925925926,1.0,0.7280044407438245,0.6848596258833038,0.6903791204709906
164,0.25,0.6,0.26315789473684215,0.5833333333333333,0.5833333333333334,1.0,1.0,0.43333333333333335,1.0,0.661503018748014,0.0,0.0
165,0.4347826086956522,0.3939393939393939,0.17391304347826086,0.7037037037037037,0.7037037037037037,1.0,1.0,0.8484848484848485,1.0,0.7127945510911563,0.5420426800372715,0.5843107008781178
